username,0
rbn_lrk-1,Cluster 3
rbrb,Cluster 1
rbverhoef,Cluster 3
rcolgan,Cluster 3
rebecca-ry,Cluster 3
rebeljenn,Cluster 3
redkiwi,Cluster 3
redryan64,Cluster 1
refresh_daemon,Cluster 3
renegadeviking-271-528568,Cluster 3
revival05,Cluster 3
rgkarim,Cluster 1
richard-1787,Cluster 1
richieandsam,Cluster 3
rivertam26,Cluster 1
rmax304823,Cluster 1
robert-710-767167,Cluster 3
robert-temple-1,Cluster 1
robfollower,Cluster 2
robsta23,Cluster 3
rockman182,Cluster 1
roedyg,Cluster 1
ronakkotian,Cluster 3
rooee,Cluster 3
room102,Cluster 1
rosscinema,Cluster 3
rossrobinson,Cluster 3
rparham,Cluster 3
rubenm,Cluster 1
runamokprods,Cluster 3
russem31,Cluster 3
ryan_kuhn,Cluster 3
ryanskywalker-87402,Cluster 3
rzajac,Cluster 3
s3276169,Cluster 1
saadanathan,Cluster 3
saadgkhan,Cluster 1
saarvardi,Cluster 3
sakram,Cluster 3
sam_smithreview,Cluster 3
samyaksambuddha,Cluster 3
sandnair87,Cluster 3
santiagocosme,Cluster 1
saraccan,Cluster 1
sarastro7,Cluster 3
sashank_kini-1,Cluster 3
sauravjoshi85,Cluster 3
saytosandeep,Cluster 3
sbweightman,Cluster 3
scb_coldsteel,Cluster 1
schroeder-gustavo,Cluster 3
scottshak_111,Cluster 1
screenman,Cluster 3
sddavis63,Cluster 1
seaview1,Cluster 3
seawalker,Cluster 3
secondtake,Cluster 1
secretzfan,Cluster 3
sergelamarche,Cluster 1
shadowman123,Cluster 3
shakercoola,Cluster 1
shanfloyd,Cluster 3
sharky_55,Cluster 3
shawneofthedead,Cluster 1
shiguangmimi,Cluster 1
siderite,Cluster 3
skepticskeptical,Cluster 3
skybrick736,Cluster 3
slightlymad22,Cluster 3
slokes,Cluster 3
smakawhat,Cluster 3
smatysia,Cluster 3
sme_no_densetsu,Cluster 3
socrates99,Cluster 3
socratesadamo,Cluster 1
sol1218,Cluster 3
southdavid,Cluster 1
squirrel_burst,Cluster 3
srdjan_veljkovic,Cluster 3
sreeragmeppadath,Cluster 3
sstrunks-05245,Cluster 1
ssvikas,Cluster 3
st-shot,Cluster 1
stamper,Cluster 3
statuskuo,Cluster 1
stensson,Cluster 3
stephendaxter,Cluster 1
sterlinrivera-2000,Cluster 3
stevendbeard,Cluster 1
stevenrotherforth,Cluster 1
stevetseitz,Cluster 3
stonedraim,Cluster 1
stormhawk2020,Cluster 3
strike-1995,Cluster 1
strong-122-478885,Cluster 3
studioAT,Cluster 2
subxerogravity,Cluster 1
sunznc,Cluster 3
supertom-3,Cluster 3
suri_ramneek-2,Cluster 3
swilliky,Cluster 1
t-viktor212,Cluster 3
tabuno,Cluster 2
tadpole-596-918256,Cluster 1
tankace,Cluster 3
tastyhotdogs,Cluster 3
tavm,Cluster 2
taylorkingston,Cluster 3
tbills2,Cluster 3
tburke85,Cluster 3
tdrish,Cluster 3
teh_mode,Cluster 3
tgchan,Cluster 1
the-movie-guy,Cluster 3
thebrandedswordsman-34028,Cluster 3
thebricks,Cluster 1
theinaniloquent,Cluster 3
thekarmicnomad,Cluster 1
thekyles99,Cluster 1
themadmovieman,Cluster 1
thepriceofpayne,Cluster 3
theshadow908,Cluster 3
thesouthfamily2-552-707097,Cluster 3
theterminator-92378,Cluster 3
thewillt08,Cluster 3
thinker1691,Cluster 3
thomasjay-2201,Cluster 3
tinovalkki,Cluster 1
tjgoalie13,Cluster 1
tnrcooper,Cluster 3
tomgillespie2002,Cluster 1
tomimt,Cluster 3
tomrito,Cluster 3
tomsview,Cluster 1
tonypeacock-1,Cluster 1
toqtaqiya2,Cluster 3
trashgang,Cluster 3
tributarystu,Cluster 3
triple8,Cluster 3
troy-manatunga,Cluster 3
troyputland,Cluster 1
trublu215,Cluster 1
truemythmedia,Cluster 3
tubby1,Cluster 3
undeaddt,Cluster 3
utgard14,Cluster 3
vailsy,Cluster 3
valadas,Cluster 3
valleyjohn,Cluster 1
vengeance20,Cluster 1
videorama-759-859391,Cluster 3
view_and_review,Cluster 3
vincentlynch-moonoi,Cluster 1
vip_ebriega,Cluster 3
virek213,Cluster 1
virindra,Cluster 3
vishaal811,Cluster 3
vistheindian,Cluster 1
vitaleralphlouis,Cluster 3
vithiet,Cluster 3
vostf,Cluster 3
waynegavin1,Cluster 3
werefox08,Cluster 3
wes-connors,Cluster 3
westsideschl,Cluster 1
whpratt1,Cluster 3
willcundallreview,Cluster 3
williampsamuel,Cluster 3
winner55,Cluster 3
wisemantonofski,Cluster 3
wisewebwoman,Cluster 3
witster18,Cluster 1
writers_reign,Cluster 1
wwe7961,Cluster 3
x-54313,Cluster 3
xredgarnetx,Cluster 3
yashrajs536,Cluster 3
yasir619,Cluster 1
yoggwork,Cluster 1
youthandyoungmanhood,Cluster 3
yuzou-45815,Cluster 3
zeekwunlau,Cluster 3
zetes,Cluster 3
zhyarTheChosen,Cluster 3
zkonedog,Cluster 1
zlx_zjlq,Cluster 3
zzhhhqing,Cluster 3
